"Sottogruppo","Variabile","Gruppo_var","N_validi","N_mancanti","Media","DS","Min","Q1","Mediana","Q3","Max","IQR","Asimmetria","Curtosi"
"altra_diag_x_lgbtq","prior_ric_accesso","prior_ric",27,0,9.296,1.353,5,9,10,10,10,1,-1.977,2.914
"altra_diag_x_lgbtq","prior_ric_relazioni","prior_ric",27,0,8.556,1.847,5,8,9,10,10,2,-1.005,-0.442
"altra_diag_x_lgbtq","prior_ric_indipendenza","prior_ric",27,0,8.407,2.08,2,7,9,10,10,3,-1.316,1.31
"altra_diag_x_lgbtq","prior_aut_sal_ment","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_comunicaz","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_sociale","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_ansia","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_formaz","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_famiglia","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_diagnosi","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_lavoro","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_sensorialita","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_aut_servizi","prior_aut",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_lgbtq","prior_salute_mentale","prior_salute",27,0,9.296,1.295,5,9,10,10,10,1,-2.082,3.69
"altra_diag_x_lgbtq","prior_salute_igiene","prior_salute",27,0,4.111,3.238,0,1,5,6.5,10,5.5,0.169,-1.115
"altra_diag_x_lgbtq","prior_salute_dentale","prior_salute",27,0,5.444,3.378,0,3.5,5,8,10,4.5,-0.35,-1.05
"altra_diag_x_lgbtq","prior_salute_sessuale","prior_salute",27,0,6.296,2.628,0,5,7,8,10,3,-1.028,0.337
"altra_diag_x_lgbtq","prior_salute_sonno","prior_salute",27,0,7.741,2.229,0,7,8,10,10,3,-1.494,3.37
"altra_diag_x_lgbtq","prior_salute_nutrizione","prior_salute",27,0,8.185,1.755,5,7,8,10,10,3,-0.549,-0.976
"altra_diag_x_lgbtq","prior_salute_oncologia","prior_salute",27,0,7.481,2.359,0,6,8,10,10,4,-1.077,1.68
"altra_diag_x_lgbtq","prior_salute_dolore","prior_salute",27,0,6.889,2.991,0,5,7,9.5,10,4.5,-0.954,0.237
"altra_diag_x_lgbtq","prior_salute_gastro","prior_salute",27,0,7.111,2.154,0,6.5,7,8,10,1.5,-1.299,2.532
"altra_diag_x_lgbtq","prior_salute_autoimmune","prior_salute",27,0,6.333,3.113,0,4.5,7,9,10,4.5,-0.465,-0.939
"altra_diag_x_lgbtq","prior_salute_dermato","prior_salute",27,0,5.852,2.918,0,4,6,8,10,4,-0.353,-0.634
"altra_diag_x_lgbtq","prior_salute_endo","prior_salute",27,0,7.037,2.345,1,6.5,7,8.5,10,2,-0.939,0.498
"altra_diag_x_lgbtq","prior_salute_mobilita","prior_salute",27,0,6.815,2.661,0,5,8,9,10,4,-0.671,-0.224
"altra_diag_x_lgbtq","prior_salute_neuro","prior_salute",27,0,5.704,3.136,0,3,7,7,10,4,-0.331,-0.974
"altra_diag_x_lgbtq","prior_salute_respir","prior_salute",27,0,4.111,2.991,0,1.5,5,6,9,4.5,0.04,-1.181
"altra_diag_x_lgbtq","prior_salute_cardio","prior_salute",27,0,5,2.974,0,5,5,6.5,10,1.5,-0.536,-0.592
"altra_diag_x_lgbtq","prior_salute_emato","prior_salute",27,0,4.407,3.202,0,1,5,7,10,6,-0.048,-1.221
"altra_diag_x_lgbtq","prior_salute_vista_udito","prior_salute",27,0,5.778,3.03,0,5,7,7.5,10,2.5,-0.782,-0.446
"altra_diag_x_lgbtq","prior_salute_urinari","prior_salute",27,0,4.704,3.349,0,1,5,7,10,6,-0.113,-1.221
"altra_diag_x_lgbtq","prior_salute_infettive","prior_salute",27,0,4.037,3.436,0,0.5,4,7.5,10,7,0.2,-1.388
"altra_diag_x_lgbtq","prior_salute_invec","prior_salute",27,0,6.037,3.18,0,4.5,6,9,10,4.5,-0.371,-0.997
"altra_diag_x_lgbtq","prior_salute_urgenza","prior_salute",27,0,7.519,2.666,0,7,8,10,10,3,-1.244,1.357
"altra_diag_x_lgbtq","prior_salute_fisio","prior_salute",27,0,6.593,2.832,0,5,7,8.5,10,3.5,-0.746,-0.178
"altra_diag_x_no_lgbtq","prior_ric_cause","prior_ric",25,0,7.6,1.958,3,6,8,10,10,4,-0.374,-0.526
"altra_diag_x_no_lgbtq","prior_ric_diagnosi","prior_ric",25,0,7.96,1.859,5,6,8,10,10,4,-0.06,-1.53
"altra_diag_x_no_lgbtq","prior_ric_prevenzione","prior_ric",25,0,8.68,1.6,5,8,9,10,10,2,-0.957,-0.113
"altra_diag_x_no_lgbtq","prior_ric_psicosoc","prior_ric",25,0,8.6,1.936,3,8,10,10,10,2,-1.42,1.269
"altra_diag_x_no_lgbtq","prior_ric_farmaci","prior_ric",25,0,6.64,2.628,1,5,7,8,10,3,-0.485,-0.232
"altra_diag_x_no_lgbtq","prior_ric_prognosi","prior_ric",24,1,7.875,1.801,4,7,8,9.25,10,2.25,-0.539,-0.584
"altra_diag_x_no_lgbtq","prior_ric_accesso","prior_ric",25,0,8.72,2.424,0,8,10,10,10,2,-2.352,5.187
"altra_diag_x_no_lgbtq","prior_ric_relazioni","prior_ric",25,0,8.44,1.805,3,8,9,10,10,2,-1.377,1.576
"altra_diag_x_no_lgbtq","prior_ric_indipendenza","prior_ric",25,0,8.6,2.021,2,8,9,10,10,2,-1.756,2.753
"altra_diag_x_no_lgbtq","prior_aut_sal_ment","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_comunicaz","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_sociale","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_ansia","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_formaz","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_famiglia","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_diagnosi","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_lavoro","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_sensorialita","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_aut_servizi","prior_aut",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altra_diag_x_no_lgbtq","prior_salute_mentale","prior_salute",25,0,9.04,1.241,6,8,10,10,10,2,-0.878,-0.457
"altra_diag_x_no_lgbtq","prior_salute_igiene","prior_salute",25,0,5.72,3.565,0,3,7,8,10,5,-0.391,-1.202
"altra_diag_x_no_lgbtq","prior_salute_dentale","prior_salute",25,0,6.44,2.755,0,5,7,8,10,3,-0.569,-0.189
"altra_diag_x_no_lgbtq","prior_salute_sessuale","prior_salute",25,0,7.84,1.93,4,7,8,10,10,3,-0.337,-1.072
"altra_diag_x_no_lgbtq","prior_salute_sonno","prior_salute",25,0,6.88,2.906,0,5,8,9,10,4,-0.742,-0.389
"altra_diag_x_no_lgbtq","prior_salute_nutrizione","prior_salute",25,0,8.08,1.605,5,7,8,9,10,2,-0.564,-0.534
"altra_diag_x_no_lgbtq","prior_salute_oncologia","prior_salute",25,0,7.04,3.195,0,7,8,9,10,2,-1.148,0.13
"altra_diag_x_no_lgbtq","prior_salute_dolore","prior_salute",25,0,6.56,3.015,0,5,7,9,10,4,-0.731,-0.42
"altra_diag_x_no_lgbtq","prior_salute_gastro","prior_salute",25,0,6.68,2.911,0,6,7,9,10,3,-0.813,-0.156
"altra_diag_x_no_lgbtq","prior_salute_autoimmune","prior_salute",25,0,5.96,3.169,0,5,6,8,10,3,-0.38,-0.798
"altra_diag_x_no_lgbtq","prior_salute_dermato","prior_salute",25,0,6,2.958,0,5,5,8,10,3,-0.177,-0.881
"altra_diag_x_no_lgbtq","prior_salute_endo","prior_salute",25,0,5.84,3.091,0,5,5,8,10,3,-0.236,-0.796
"altra_diag_x_no_lgbtq","prior_salute_mobilita","prior_salute",25,0,7.64,2.464,2,6,8,10,10,4,-0.99,-0.005
"altra_diag_x_no_lgbtq","prior_salute_neuro","prior_salute",25,0,6.72,2.747,0,5,7,9,10,4,-0.502,-0.288
"altra_diag_x_no_lgbtq","prior_salute_respir","prior_salute",25,0,5.64,3.315,0,5,5,8,10,3,-0.37,-0.921
"altra_diag_x_no_lgbtq","prior_salute_cardio","prior_salute",25,0,5.68,3.4,0,5,5,9,10,4,-0.193,-1.016
"altra_diag_x_no_lgbtq","prior_salute_emato","prior_salute",25,0,5.56,3.465,0,5,5,9,10,4,-0.172,-1.072
"altra_diag_x_no_lgbtq","prior_salute_vista_udito","prior_salute",25,0,6.56,2.873,0,5,6,9,10,4,-0.429,-0.475
"altra_diag_x_no_lgbtq","prior_salute_urinari","prior_salute",25,0,5.4,3.082,0,5,5,7,10,2,-0.202,-0.561
"altra_diag_x_no_lgbtq","prior_salute_infettive","prior_salute",25,0,6.36,3.174,0,5,7,9,10,4,-0.688,-0.389
"altra_diag_x_no_lgbtq","prior_salute_invec","prior_salute",25,0,6.24,3.395,0,5,6,10,10,5,-0.452,-0.837
"altra_diag_x_no_lgbtq","prior_salute_urgenza","prior_salute",25,0,8,2.483,2,5,10,10,10,5,-0.783,-0.708
"altra_diag_x_no_lgbtq","prior_salute_fisio","prior_salute",25,0,6.6,2.769,0,5,6,9,10,4,-0.488,-0.196
"no_diag_x_lgbtq","prior_ric_cause","prior_ric",78,0,7.397,2.146,0,7,7,9,10,2,-1.183,2.253
"no_diag_x_lgbtq","prior_ric_diagnosi","prior_ric",76,2,7.605,2.085,0,7,8,10,10,3,-1.082,1.907
"no_diag_x_lgbtq","prior_ric_prevenzione","prior_ric",76,2,8.539,1.996,0,8,9,10,10,2,-2.427,7.244
"no_diag_x_lgbtq","prior_ric_psicosoc","prior_ric",78,0,8.949,1.844,0,8,10,10,10,2,-3.202,12.258
"no_diag_x_lgbtq","prior_ric_farmaci","prior_ric",77,1,7.065,2.226,0,6,7,8,10,2,-0.759,1.001
"no_diag_x_lgbtq","prior_ric_prognosi","prior_ric",77,1,7.26,1.902,0,6,7,8,10,2,-1.359,3.633
"no_diag_x_lgbtq","prior_ric_accesso","prior_ric",77,1,9.247,1.8,0,9,10,10,10,1,-3.846,16.186
"no_diag_x_lgbtq","prior_ric_relazioni","prior_ric",78,0,8.885,1.477,0,8,9,10,10,2,-2.94,14.72
"no_diag_x_lgbtq","prior_ric_indipendenza","prior_ric",78,0,8.577,1.755,0,8,9,10,10,2,-1.98,6.031
"no_diag_x_lgbtq","prior_aut_sal_ment","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_comunicaz","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_sociale","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_ansia","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_formaz","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_famiglia","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_diagnosi","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_lavoro","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_sensorialita","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_aut_servizi","prior_aut",0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_lgbtq","prior_salute_mentale","prior_salute",78,0,9.141,1.297,4,8,10,10,10,2,-1.667,2.792
"no_diag_x_lgbtq","prior_salute_igiene","prior_salute",77,1,6.377,2.705,0,5,6,9,10,4,-0.597,-0.061
"no_diag_x_lgbtq","prior_salute_dentale","prior_salute",77,1,7.143,2.246,1,6,7,9,10,3,-0.453,-0.564
"no_diag_x_lgbtq","prior_salute_sessuale","prior_salute",78,0,7.256,2.53,0,6,8,9,10,3,-0.983,0.616
"no_diag_x_lgbtq","prior_salute_sonno","prior_salute",76,2,7.408,2.395,1,6,8,9,10,3,-0.981,0.386
"no_diag_x_lgbtq","prior_salute_nutrizione","prior_salute",77,1,7.87,2.424,0,7,8,10,10,3,-1.509,2.007
"no_diag_x_lgbtq","prior_salute_oncologia","prior_salute",75,3,7.187,2.392,1,5,8,9.5,10,4.5,-0.419,-0.764
"no_diag_x_lgbtq","prior_salute_dolore","prior_salute",75,3,7.013,2.576,0,5,8,9,10,4,-0.827,0.142
"no_diag_x_lgbtq","prior_salute_gastro","prior_salute",75,3,6.653,2.565,0,5,7,8.5,10,3.5,-0.64,0.071
"no_diag_x_lgbtq","prior_salute_autoimmune","prior_salute",76,2,6.776,2.425,0,5,7,9,10,4,-0.499,-0.322
"no_diag_x_lgbtq","prior_salute_dermato","prior_salute",77,1,7.13,2.048,1,6,7,8,10,2,-0.667,0.345
"no_diag_x_lgbtq","prior_salute_endo","prior_salute",75,3,7.053,2.41,0,5,7,9,10,4,-0.518,-0.434
"no_diag_x_lgbtq","prior_salute_mobilita","prior_salute",78,0,7.795,2.182,0,7,8,10,10,3,-1.237,1.767
"no_diag_x_lgbtq","prior_salute_neuro","prior_salute",75,3,6.413,2.81,0,5,7,8,10,3,-0.495,-0.487
"no_diag_x_lgbtq","prior_salute_respir","prior_salute",76,2,6.145,2.851,0,4.75,6,9,10,4.25,-0.335,-0.897
"no_diag_x_lgbtq","prior_salute_cardio","prior_salute",76,2,6.316,2.604,0,5,6,8,10,3,-0.213,-0.816
"no_diag_x_lgbtq","prior_salute_emato","prior_salute",75,3,5.92,2.76,0,5,5,8,10,3,-0.2,-0.71
"no_diag_x_lgbtq","prior_salute_vista_udito","prior_salute",76,2,7.579,2.125,1,6,8,9,10,3,-0.849,0.326
"no_diag_x_lgbtq","prior_salute_urinari","prior_salute",75,3,5.36,2.654,0,4,5,7.5,10,3.5,-0.187,-0.542
"no_diag_x_lgbtq","prior_salute_infettive","prior_salute",75,3,6.08,2.954,0,5,6,9,10,4,-0.383,-0.782
"no_diag_x_lgbtq","prior_salute_invec","prior_salute",76,2,6.513,2.62,0,5,7,9,10,4,-0.583,-0.3
"no_diag_x_lgbtq","prior_salute_urgenza","prior_salute",75,3,8.373,2.104,1,7,9,10,10,3,-1.404,1.629
"no_diag_x_lgbtq","prior_salute_fisio","prior_salute",75,3,7.48,2.304,0,6,8,10,10,4,-0.759,0.161
"no_diag_x_no_lgbtq","prior_ric_cause","prior_ric",213,4,7.761,1.864,0,7,8,9,10,2,-1.006,1.629
"no_diag_x_no_lgbtq","prior_ric_diagnosi","prior_ric",214,3,7.575,1.946,0,6.25,8,9,10,2.75,-1.066,2.141
"no_diag_x_no_lgbtq","prior_ric_prevenzione","prior_ric",215,2,8.721,1.747,0,8,9,10,10,2,-2.203,7.247
"no_diag_x_no_lgbtq","prior_ric_psicosoc","prior_ric",215,2,8.986,1.483,0,8,10,10,10,2,-2.352,8.232
"no_diag_x_no_lgbtq","prior_ric_farmaci","prior_ric",215,2,6.828,2.195,0,5,7,8,10,3,-0.838,0.771
"no_diag_x_no_lgbtq","prior_ric_prognosi","prior_ric",213,4,7.869,1.854,0,7,8,10,10,3,-1.126,2.446
"no_diag_x_no_lgbtq","prior_ric_accesso","prior_ric",214,3,9.224,1.484,0,9,10,10,10,1,-3.135,12.874
"no_diag_x_no_lgbtq","prior_ric_relazioni","prior_ric",214,3,8.85,1.484,0,8,9,10,10,2,-1.875,5.518
"no_diag_x_no_lgbtq","prior_ric_indipendenza","prior_ric",213,4,8.54,1.618,0,8,9,10,10,2,-1.783,5.836
"no_diag_x_no_lgbtq","prior_aut_sal_ment","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_comunicaz","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_sociale","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_ansia","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_formaz","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_famiglia","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_diagnosi","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_lavoro","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_sensorialita","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_aut_servizi","prior_aut",0,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"no_diag_x_no_lgbtq","prior_salute_mentale","prior_salute",214,3,8.374,2.178,0,8,9,10,10,2,-1.734,3.063
"no_diag_x_no_lgbtq","prior_salute_igiene","prior_salute",214,3,6.449,2.789,0,5,7,9,10,4,-0.656,-0.264
"no_diag_x_no_lgbtq","prior_salute_dentale","prior_salute",213,4,6.803,2.564,0,5,7,9,10,4,-0.696,-0.109
"no_diag_x_no_lgbtq","prior_salute_sessuale","prior_salute",213,4,7.263,2.396,0,6,8,9,10,3,-1.091,0.986
"no_diag_x_no_lgbtq","prior_salute_sonno","prior_salute",212,5,7.307,2.268,0,6,8,9,10,3,-1.055,1.15
"no_diag_x_no_lgbtq","prior_salute_nutrizione","prior_salute",213,4,7.948,2.161,0,7,8,10,10,3,-1.341,1.781
"no_diag_x_no_lgbtq","prior_salute_oncologia","prior_salute",212,5,7.726,2.53,0,6,8,10,10,4,-1.182,0.73
"no_diag_x_no_lgbtq","prior_salute_dolore","prior_salute",212,5,6.745,2.591,0,5,7,9,10,4,-0.743,-0.099
"no_diag_x_no_lgbtq","prior_salute_gastro","prior_salute",213,4,6.775,2.543,0,5,7,9,10,4,-0.731,0.062
"no_diag_x_no_lgbtq","prior_salute_autoimmune","prior_salute",212,5,6.58,2.81,0,5,7,9,10,4,-0.756,-0.229
"no_diag_x_no_lgbtq","prior_salute_dermato","prior_salute",213,4,6.7,2.505,0,5,7,8,10,3,-0.649,-0.214
"no_diag_x_no_lgbtq","prior_salute_endo","prior_salute",212,5,6.892,2.683,0,5,7,9,10,4,-0.867,0.143
"no_diag_x_no_lgbtq","prior_salute_mobilita","prior_salute",212,5,8.009,1.925,0,7,8,10,10,3,-1.1,1.395
"no_diag_x_no_lgbtq","prior_salute_neuro","prior_salute",212,5,6.684,2.795,0,5,7,9,10,4,-0.784,-0.148
"no_diag_x_no_lgbtq","prior_salute_respir","prior_salute",212,5,6.425,2.767,0,5,7,9,10,4,-0.656,-0.437
"no_diag_x_no_lgbtq","prior_salute_cardio","prior_salute",213,4,6.765,2.619,0,5,7,9,10,4,-0.802,-0.067
"no_diag_x_no_lgbtq","prior_salute_emato","prior_salute",213,4,6.235,2.687,0,5,7,8,10,3,-0.614,-0.252
"no_diag_x_no_lgbtq","prior_salute_vista_udito","prior_salute",213,4,7.192,2.22,0,6,8,9,10,3,-0.86,0.763
"no_diag_x_no_lgbtq","prior_salute_urinari","prior_salute",212,5,6.061,2.674,0,5,6,8,10,3,-0.436,-0.474
"no_diag_x_no_lgbtq","prior_salute_infettive","prior_salute",213,4,6.61,2.694,0,5,7,9,10,4,-0.724,-0.135
"no_diag_x_no_lgbtq","prior_salute_invec","prior_salute",214,3,6.472,2.639,0,5,7,8,10,3,-0.681,-0.181
"no_diag_x_no_lgbtq","prior_salute_urgenza","prior_salute",215,2,7.916,2.343,0,7,8,10,10,3,-1.313,1.463
"no_diag_x_no_lgbtq","prior_salute_fisio","prior_salute",212,5,7.104,2.406,0,6,7,9,10,3,-0.945,0.605
